Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
380,1041,3301,10,11,50,50,72,73,21,21,47,52,74,74,37,45,69,62,84,84,90,85,13,51,76,21,60,73,49,64,87,84,11,46,80,19,60,71,35,59,96,92,11,46,80,19,160,171,135,159,196,192
381,461,3257,38,40,36,38,43,45,57,60,32,28,49,46,70,68,30,26,42,44,53,53,43,42,49,63,25,43,64,22,48,52,36,32,43,68,19,37,59,20,38,54,136,132,143,168,119,37,159,120,138,54
382,275,3429,76,77,50,48,65,64,83,85,38,37,71,77,80,75,67,68,58,55,58,62,77,45,64,86,36,81,73,68,52,65,66,43,59,88,38,91,73,69,50,66,66,43,159,88,38,91,73,69,50,166
383,929,3378,58,56,40,45,50,40,69,70,73,69,80,80,72,66,44,44,85,85,58,63,55,49,34,73,64,84,64,47,87,68,53,43,29,75,58,92,59,45,97,69,153,143,129,175,158,192,159,45,97,69
384,805,3074,49,47,24,24,28,28,3,3,45,46,75,76,8,9,4,4,33,26,7,7,53,19,37,2,50,78,10,3,22,8,46,17,33,1,41,88,8,2,20,6,146,117,33,101,141,188,8,102,120,6
385,818,3224,48,52,29,30,45,37,88,78,15,15,79,75,84,80,47,50,63,65,7,9,53,31,35,73,16,71,75,51,66,10,46,29,35,73,16,74,76,48,56,10,146,29,35,73,16,74,176,48,56,10
386,223,3072,66,70,28,32,44,45,52,52,44,44,62,65,6,5,80,82,24,25,83,86,72,43,50,52,48,65,4,86,27,87,71,34,41,50,40,66,3,88,25,93,71,134,141,50,140,166,103,88,125,93
387,588,3111,70,71,75,77,88,89,53,61,59,60,72,75,4,5,42,44,80,78,36,35,74,81,85,66,64,79,7,43,79,33,70,91,98,72,59,82,5,36,82,27,70,91,98,72,59,82,5,136,182,127
388,1221,3415,3,3,2,1,8,9,18,18,58,58,24,17,28,26,84,85,86,86,15,16,3,1,10,19,60,19,28,87,88,16,2,1,8,22,60,17,26,94,100,16,102,1,8,22,160,17,26,194,100,16
389,211,3089,81,83,17,17,26,34,44,46,85,80,42,47,36,40,36,24,87,87,57,54,86,16,43,49,77,51,44,16,86,50,88,16,34,43,85,47,39,24,90,44,88,16,134,143,85,47,139,124,90,144
390,359,3308,65,70,60,55,85,90,42,45,85,87,70,85,85,80,50,60,60,65,45,40,72,54,95,50,87,87,78,65,73,37,71,49,95,44,97,96,78,65,83,33,71,49,195,144,197,96,178,165,183,33
391,1492,3294,85,84,32,33,42,45,41,46,83,77,4,4,65,63,39,42,13,13,81,78,78,35,52,54,79,3,59,51,13,78,89,35,54,51,82,3,54,47,11,88,89,35,54,151,182,3,154,47,11,188
392,475,3477,77,70,22,22,30,28,35,40,40,41,88,80,90,90,19,20,55,55,55,55,68,19,16,51,44,73,86,21,52,52,62,22,24,47,39,83,90,19,54,50,162,22,124,147,139,183,90,19,54,50
393,711,3110,42,42,45,45,50,45,48,48,35,35,75,75,75,75,30,30,23,23,70,70,43,52,43,35,41,76,77,16,15,61,37,50,36,35,36,80,66,24,14,57,37,50,136,35,36,80,66,124,114,57
394,333,3356,77,69,8,10,80,80,68,66,58,58,10,10,83,80,32,32,66,68,18,17,71,10,78,67,66,10,81,32,77,15,74,8,88,65,72,10,91,26,86,14,74,8,188,65,72,110,191,126,86,114
395,378,3426,44,45,1,1,48,52,71,71,8,8,81,85,84,84,78,73,22,19,55,51,45,1,54,71,8,87,85,71,18,50,43,1,49,68,6,94,98,74,18,42,43,1,49,68,6,194,98,74,18,142
396,870,3325,68,68,11,11,50,52,16,16,70,68,70,72,26,23,60,64,22,20,8,9,73,10,53,17,61,71,22,67,18,10,76,10,46,15,57,74,20,65,18,9,76,10,146,15,57,74,20,65,18,9
397,612,3332,45,46,70,72,5,5,6,6,45,40,3,3,6,6,51,51,25,25,75,75,54,75,4,7,34,3,5,44,21,77,50,76,3,5,31,2,4,39,19,79,150,176,103,105,131,102,104,39,19,179
398,319,3485,16,14,45,52,70,70,20,20,64,75,48,50,14,12,50,60,8,8,24,30,12,65,75,19,87,54,10,71,9,49,11,67,76,17,96,50,9,74,6,43,111,67,176,17,196,150,109,74,106,143
399,1170,3318,12,9,45,37,53,45,50,48,75,75,32,30,22,18,75,88,78,77,37,40,10,34,48,50,80,26,12,87,77,43,10,29,40,41,86,23,11,97,79,34,10,129,140,141,186,123,111,197,179,134
400,363,3201,65,65,36,36,62,62,19,19,1,1,90,90,57,57,39,37,85,85,79,79,65,31,57,19,2,81,51,32,79,74,66,29,53,17,1,91,49,31,82,70,166,29,53,17,101,191,149,31,182,70
401,534,3321,38,35,80,86,28,30,50,54,62,67,25,28,32,36,78,80,68,69,50,51,35,87,31,54,69,30,37,81,69,52,35,97,29,51,63,24,33,91,67,45,35,197,29,151,63,24,33,191,167,145
402,359,3167,74,74,37,37,18,16,82,83,5,6,22,22,41,42,79,79,17,17,45,45,73,32,12,86,9,22,50,81,19,43,75,31,11,90,7,20,44,91,22,37,175,31,111,190,7,20,144,91,22,37
403,492,3212,54,64,13,12,59,62,8,9,82,77,45,45,88,88,55,58,50,54,73,71,68,10,62,9,74,48,81,66,63,61,62,9,61,6,81,40,78,72,68,57,162,109,61,106,81,140,78,72,168,57
404,443,3073,19,20,16,16,75,76,13,13,68,65,78,78,30,34,80,74,65,65,55,55,25,17,76,12,59,79,36,72,61,51,18,15,79,11,54,82,38,72,57,47,118,15,79,111,154,82,38,172,57,147
405,598,3390,22,25,65,70,48,48,86,86,32,32,55,55,68,68,14,14,32,37,70,75,27,76,52,87,30,53,66,13,49,76,25,80,54,96,24,48,56,11,35,85,125,80,54,96,24,148,56,11,135,185
406,433,3170,80,85,59,59,16,16,82,79,87,87,65,68,22,35,57,57,88,88,18,18,87,51,14,67,87,72,42,55,87,17,96,48,13,64,97,71,32,53,99,15,196,48,113,64,197,71,132,153,99,15
407,688,3282,63,65,64,65,72,71,59,61,32,26,36,36,6,6,12,12,23,21,77,89,69,69,71,65,25,34,7,11,19,95,63,67,73,67,18,31,5,8,17,95,63,167,173,67,118,131,5,108,117,195
408,465,3338,49,57,55,55,74,74,53,53,79,79,75,71,20,19,73,73,46,47,64,66,60,52,73,54,79,69,18,74,48,69,60,54,75,49,84,63,18,70,38,67,160,54,175,49,184,63,18,70,138,167
409,600,3205,20,20,15,14,81,84,27,29,89,89,81,81,32,34,26,24,90,89,13,13,18,13,86,34,88,81,44,12,86,14,18,11,89,29,100,91,41,11,90,14,18,11,189,129,100,191,41,111,90,14
410,553,3292,35,40,65,70,50,51,55,58,45,47,60,55,70,72,51,36,45,58,28,28,51,73,51,60,48,54,73,35,61,28,46,71,48,60,33,52,83,35,64,26,46,171,48,160,133,52,183,35,164,26
411,458,3176,40,38,25,21,75,82,50,50,60,58,75,82,42,47,80,80,30,30,4,4,34,19,87,51,57,86,54,79,32,3,30,17,96,48,53,89,51,82,25,2,130,117,196,48,53,189,151,182,25,2
412,387,3072,60,65,28,45,52,50,55,52,55,52,65,65,7,5,80,85,28,28,85,87,72,43,50,52,48,65,4,86,27,87,71,34,41,50,40,66,3,88,25,93,71,134,141,50,140,166,103,88,125,93
413,389,3238,18,18,70,70,77,77,17,15,45,35,27,31,75,65,55,65,12,10,17,20,19,71,74,15,35,31,64,64,10,25,22,68,80,14,35,29,59,58,9,23,22,68,180,114,35,29,59,58,109,23
414,495,3202,17,18,82,78,59,60,58,61,14,12,51,53,48,49,7,7,89,88,79,83,21,79,64,66,10,65,52,8,82,87,19,84,59,56,10,65,54,6,99,96,19,184,159,56,110,165,54,6,199,196
415,517,3435,3,3,81,85,95,92,16,15,22,22,26,32,72,72,3,4,76,75,19,19,3,86,77,14,19,49,74,5,73,19,2,100,85,13,17,35,81,4,75,17,2,200,85,113,117,135,81,4,75,17
416,595,3163,72,74,38,43,75,75,78,74,2,3,87,80,84,87,35,42,70,73,68,73,74,44,76,73,3,77,87,49,73,73,70,40,85,76,3,85,97,43,71,75,70,40,185,76,3,85,197,143,171,175
417,398,3398,86,80,14,14,45,46,75,75,42,42,45,45,82,82,22,23,84,78,65,60,76,13,48,73,43,44,81,25,73,59,79,11,40,75,34,41,91,18,71,57,79,11,140,175,34,41,191,118,171,157
418,453,3039,81,81,38,38,73,72,71,71,55,56,5,5,46,48,26,22,3,3,73,71,78,36,72,80,57,5,54,19,3,71,78,38,72,86,53,4,52,17,3,69,178,38,172,186,53,4,52,117,3,169
419,318,3258,85,82,62,55,67,63,45,50,2,1,35,37,85,83,13,11,87,75,61,60,87,54,65,56,1,34,87,11,87,63,96,51,67,62,1,30,94,8,94,68,196,151,67,62,1,130,94,108,194,168
420,690,3398,82,80,16,14,42,45,82,79,37,40,38,41,84,84,38,32,79,79,67,63,76,13,48,73,43,44,81,25,73,59,79,11,40,75,34,41,91,18,71,57,79,11,140,175,34,41,191,118,171,157
421,823,3136,86,86,35,42,50,48,4,4,70,66,85,82,27,30,77,69,53,53,44,40,86,48,45,5,59,79,32,64,51,34,88,40,43,4,54,81,25,59,49,31,88,140,43,4,154,181,25,159,149,131
422,356,3310,80,80,80,80,70,65,36,40,33,32,55,57,60,65,70,72,43,47,5,7,79,76,61,50,34,59,68,73,59,8,82,80,57,41,28,54,62,83,55,6,82,80,57,141,28,154,162,183,155,6
423,379,3227,11,11,74,74,35,35,89,89,12,12,72,72,76,76,80,80,67,67,59,59,10,86,16,78,13,73,73,73,68,77,10,100,24,88,11,77,71,75,62,66,110,200,124,188,11,77,171,75,162,66
424,362,3241,68,68,35,30,48,48,42,39,51,51,56,60,23,25,2,3,40,38,72,75,71,16,45,36,52,62,27,3,38,77,74,24,44,38,50,56,25,3,32,84,74,124,44,38,50,156,125,3,32,84
425,568,3027,42,42,59,59,46,46,34,34,25,25,29,29,79,79,11,11,14,14,77,77,34,54,50,32,19,28,86,12,15,73,31,52,42,31,22,26,90,13,14,75,131,52,42,31,22,26,90,13,114,175
426,437,3070,64,67,76,76,28,46,93,94,62,56,86,86,52,51,2,3,88,78,65,67,69,87,49,95,53,87,50,3,75,68,63,96,43,95,46,99,44,2,76,61,63,96,143,195,146,99,144,102,176,161
427,415,3358,75,75,8,8,70,70,35,35,47,48,31,33,80,80,2,3,65,68,3,3,75,8,71,34,50,36,81,3,71,3,76,6,74,28,42,38,92,2,68,2,176,6,74,128,142,38,92,102,68,2
428,493,3153,80,80,35,35,3,3,80,80,50,50,65,68,6,7,65,68,9,9,30,37,87,44,3,78,50,74,8,77,10,49,97,41,2,78,44,70,6,87,10,35,197,41,102,178,144,70,6,87,10,135
429,1165,3319,31,28,92,89,58,59,57,60,73,78,2,2,6,8,81,88,77,83,76,72,25,87,59,62,79,3,9,88,85,72,23,99,57,61,83,2,7,100,98,72,23,99,157,61,83,2,107,100,98,172
430,495,3221,48,48,23,19,59,51,83,80,74,72,43,45,8,8,25,22,27,25,73,73,51,16,45,73,67,49,10,19,22,67,47,16,43,77,65,43,10,17,21,64,47,116,43,77,65,143,110,17,21,64
431,444,3009,88,84,35,30,71,75,76,73,81,81,20,20,57,70,47,46,75,81,80,80,81,26,79,73,79,19,73,44,87,88,91,23,82,71,84,17,83,39,95,100,191,123,82,171,184,117,183,39,95,100
432,472,3026,42,42,67,70,50,50,21,20,7,7,5,5,5,7,45,48,20,20,53,54,38,74,54,18,7,5,9,54,21,60,32,77,51,18,5,4,7,49,19,52,32,177,51,18,105,4,107,49,19,152
433,418,3304,82,85,39,45,15,15,23,28,75,75,62,65,72,72,78,78,55,60,2,2,86,48,16,32,75,68,76,87,67,3,90,33,16,25,76,69,80,96,65,2,90,133,16,25,176,69,80,96,65,2
434,388,3185,82,82,80,77,72,72,45,45,89,85,38,43,28,24,82,82,28,23,58,62,80,72,67,38,78,48,21,79,19,67,86,72,63,32,89,33,19,82,17,65,186,172,163,32,89,133,19,182,117,65
435,447,3208,46,46,53,60,38,38,62,66,44,44,33,30,68,74,27,24,40,50,72,72,45,72,33,71,43,25,87,22,60,73,44,70,27,74,36,19,96,20,52,77,44,170,127,74,136,119,96,120,152,77
436,447,3495,67,64,48,46,38,36,76,65,84,86,42,38,26,26,56,62,85,84,81,83,60,43,34,61,87,35,28,68,81,82,60,37,30,57,96,35,26,61,78,99,60,137,130,57,96,35,26,161,78,199
437,351,3014,90,78,90,90,80,82,40,52,35,35,45,51,70,73,60,37,36,34,33,33,78,88,84,52,35,51,73,37,34,34,78,100,93,50,35,46,77,33,28,30,178,100,193,50,35,46,77,33,28,130
438,611,3444,72,65,62,60,78,75,59,56,63,60,65,62,18,22,20,35,6,5,74,73,64,59,72,56,51,59,27,43,5,73,59,57,74,62,46,54,25,34,4,75,59,157,174,62,46,154,125,134,104,175
439,477,3217,83,81,79,79,63,68,55,53,61,54,82,86,29,32,12,12,72,70,57,61,80,80,69,51,51,87,32,12,69,63,87,86,67,47,48,97,26,12,63,68,187,186,167,47,48,197,126,12,63,168
440,415,3116,80,83,67,65,70,77,80,80,28,30,49,49,66,77,11,11,19,22,28,28,87,61,87,77,34,51,78,11,26,27,94,57,96,79,31,46,88,8,22,25,94,57,96,179,131,46,188,108,122,125
441,363,3362,18,15,32,35,74,74,46,47,66,66,8,8,30,29,78,84,90,83,51,51,10,41,77,48,66,9,27,87,76,54,10,36,87,40,56,6,21,96,79,51,110,36,87,140,56,106,121,196,79,51
442,706,3409,4,4,52,52,43,38,20,21,64,59,3,3,80,81,52,54,72,69,75,67,3,48,32,18,59,3,81,54,68,67,2,40,31,18,55,3,91,50,69,64,2,140,31,18,155,3,191,150,69,64
443,742,3169,31,31,53,53,58,53,59,70,21,18,36,44,16,13,57,55,15,15,62,52,33,53,51,71,15,48,13,54,14,50,27,48,46,73,14,38,11,51,14,44,127,148,46,173,114,138,11,51,14,144
444,551,3257,42,42,31,38,45,46,63,63,41,38,47,45,67,65,29,27,47,48,52,52,43,42,49,63,25,43,64,22,48,52,36,32,43,68,19,37,59,20,38,54,136,132,143,168,119,37,159,120,138,54
445,590,3158,85,93,84,76,26,16,10,10,12,15,59,53,17,25,86,87,83,66,45,33,95,76,12,10,14,50,27,87,60,33,95,79,11,9,12,44,21,96,60,27,195,79,111,109,112,144,121,196,60,127
446,757,3494,60,60,55,55,46,14,17,22,80,89,87,56,65,62,72,60,55,76,56,56,63,16,12,25,86,53,61,60,74,52,55,24,11,23,89,48,57,60,70,54,55,124,111,23,189,148,57,60,70,54
447,647,3486,27,26,22,24,72,72,85,85,60,56,85,85,52,53,7,8,35,25,60,58,26,25,72,86,54,85,54,9,16,57,22,23,70,88,51,98,51,7,24,53,122,23,170,88,151,98,51,7,124,53
448,431,3042,40,35,45,45,85,80,90,90,7,7,22,23,80,80,87,87,25,23,40,45,31,54,73,88,8,26,81,87,21,50,29,51,71,98,6,23,91,97,19,42,29,51,171,198,6,123,91,197,19,142
449,944,3098,8,8,88,88,65,63,64,67,2,1,72,76,38,38,70,74,73,73,84,86,9,87,55,73,1,80,34,81,74,87,7,94,53,76,1,87,31,91,77,99,107,194,153,76,1,187,131,91,177,99
450,570,3393,91,84,43,43,33,33,45,45,78,78,74,74,66,66,39,39,86,85,63,63,77,34,16,49,74,79,62,34,79,53,84,30,24,43,77,82,61,29,82,48,84,130,124,143,177,82,61,129,182,148
451,274,3297,35,35,6,7,12,13,71,75,57,55,60,60,87,87,68,68,65,65,67,70,34,9,14,87,45,60,87,74,64,77,29,7,12,94,44,52,96,70,58,86,129,7,112,194,44,152,196,70,158,86
452,365,3216,55,55,32,32,41,41,82,75,19,17,1,1,72,72,34,36,92,92,77,77,64,35,59,74,16,1,71,49,81,73,59,35,55,70,16,1,74,43,78,73,159,35,155,70,16,1,74,143,78,73
453,723,3005,82,82,38,38,85,75,12,12,1,1,53,58,4,4,75,69,78,74,44,43,81,38,73,12,1,63,4,69,74,43,78,32,73,12,1,68,3,67,77,37,78,32,73,12,1,168,103,167,177,137
454,380,3136,89,87,46,46,52,49,5,5,65,63,78,78,26,31,64,64,53,52,35,35,86,48,45,5,59,79,32,64,51,34,88,40,43,4,54,81,25,59,49,31,88,140,43,4,154,181,25,159,149,131
455,492,3139,3,3,90,89,47,51,60,64,2,2,19,19,10,10,94,92,67,68,4,4,5,86,54,66,3,19,10,87,71,7,4,90,52,56,2,22,10,99,73,5,104,90,52,56,2,22,110,99,173,5
456,1272,3238,25,22,58,62,76,76,19,19,38,34,42,38,57,62,58,58,14,12,30,30,19,71,74,15,35,31,64,64,10,25,22,68,80,14,35,29,59,58,9,23,22,68,180,114,35,29,59,58,109,23
457,413,3357,61,64,97,91,19,18,59,57,60,60,12,12,19,21,13,13,76,76,5,5,68,88,16,54,54,12,25,12,72,8,69,98,24,52,51,12,18,11,70,6,69,198,124,52,151,12,118,111,170,6
458,457,3057,46,46,63,65,68,68,36,36,55,60,48,48,4,4,14,14,20,20,43,43,50,71,66,34,72,51,5,16,22,47,41,69,72,28,71,48,4,16,21,45,141,169,72,128,71,48,104,16,21,45
459,330,3161,23,20,51,51,21,20,30,25,37,43,62,55,41,42,79,76,42,38,30,30,21,54,18,26,49,51,44,74,38,31,19,51,18,23,35,49,41,80,32,29,19,51,18,123,135,149,41,180,32,29
460,444,3039,73,74,37,37,66,68,74,77,49,55,6,6,50,55,27,22,3,3,72,72,78,36,72,80,57,5,54,19,3,71,78,38,72,86,53,4,52,17,3,69,178,38,172,186,53,4,52,117,3,169
461,326,3469,42,45,56,55,17,17,91,88,82,80,41,44,33,36,22,20,64,65,89,87,49,51,17,86,75,48,43,19,67,77,43,48,15,88,76,33,36,17,65,85,143,48,15,88,176,133,136,17,65,85
462,317,3370,77,78,78,85,58,60,88,90,95,86,75,85,20,16,32,35,92,79,17,21,78,87,61,95,86,85,16,35,79,22,89,97,64,95,89,98,16,35,82,20,89,197,164,195,189,98,116,35,182,20
463,374,3484,78,77,43,46,85,85,40,43,58,60,75,74,48,53,85,75,28,31,3,3,77,48,85,44,61,74,54,71,31,3,87,40,98,39,64,77,50,73,27,2,87,140,98,39,164,177,150,173,27,102
464,740,3437,10,10,21,21,52,65,52,60,65,70,3,4,55,61,75,71,13,14,62,63,10,21,81,68,74,5,68,67,16,64,10,19,91,69,77,4,62,65,16,59,10,19,91,69,177,4,162,65,16,159
465,418,3412,28,28,67,67,61,62,50,58,80,82,20,20,35,38,80,81,13,11,45,48,30,68,64,64,88,22,49,86,10,52,24,69,59,59,98,20,35,100,10,45,24,69,159,59,198,20,135,200,110,145
466,413,3141,67,66,72,72,43,37,46,49,86,84,25,23,24,17,48,48,67,69,86,86,68,68,35,53,78,22,15,51,74,86,62,61,35,46,88,20,14,49,77,88,162,161,35,146,188,120,114,149,177,88
467,684,3026,33,33,75,71,54,52,16,16,6,6,5,5,7,8,44,45,23,21,56,55,38,74,54,18,7,5,9,54,21,60,32,77,51,18,5,4,7,49,19,52,32,177,51,18,105,4,107,49,19,152
468,378,3017,60,57,18,18,75,73,65,59,68,65,15,17,35,37,75,73,15,15,78,73,57,18,73,59,65,17,37,73,15,73,53,18,71,57,67,15,33,75,14,75,53,18,171,157,67,15,33,175,114,75
469,705,3011,55,54,78,77,65,80,45,48,50,68,66,56,70,73,30,28,65,66,60,64,54,77,81,48,69,55,73,28,66,64,50,85,91,40,63,53,77,26,56,59,150,85,91,140,63,153,77,26,56,59
470,372,3102,10,10,81,80,46,49,87,88,71,70,42,40,85,81,75,76,13,13,39,44,11,74,50,88,64,34,77,77,14,48,8,77,42,100,59,30,79,66,12,40,108,177,42,100,59,130,179,66,112,140
471,1040,3092,3,3,8,8,32,32,12,12,42,42,71,70,83,87,58,52,48,48,85,82,5,8,31,11,37,64,87,47,50,77,4,6,27,8,33,59,97,45,41,84,104,6,27,108,33,159,197,45,141,84
472,191,3043,35,35,81,81,81,81,10,10,4,4,90,90,85,84,30,30,85,84,31,37,37,80,66,14,7,87,72,16,81,41,33,86,56,14,5,94,74,24,91,36,33,186,56,14,5,194,174,124,191,36
473,578,3075,41,35,78,75,68,78,6,6,14,13,17,17,82,82,6,8,72,74,3,4,34,73,80,8,12,19,81,9,76,5,28,71,86,6,11,17,91,7,79,4,128,171,186,6,111,17,191,7,79,4
474,601,3324,65,63,52,52,22,20,69,68,32,35,79,79,42,50,71,72,84,86,63,68,63,52,18,59,38,79,51,72,87,71,68,54,18,57,32,82,47,70,97,73,168,54,18,157,32,82,47,170,97,173
475,339,3212,56,56,14,14,56,57,9,9,68,68,43,43,91,91,50,57,52,52,74,74,68,10,62,9,74,48,81,66,63,61,62,9,61,6,81,40,78,72,68,57,162,109,61,106,81,140,78,72,168,57
476,378,3061,42,40,24,23,18,18,71,69,79,75,64,65,43,48,6,7,41,41,87,87,34,19,17,65,73,67,51,10,41,88,29,17,15,65,71,63,47,8,36,98,129,17,15,165,171,163,147,8,36,198
477,930,3128,89,89,75,75,78,82,79,75,42,35,72,71,7,8,79,79,35,32,12,12,87,74,86,77,34,71,9,77,30,12,99,70,90,86,30,68,7,85,24,12,99,70,90,86,130,68,7,85,24,12
478,418,3364,80,81,85,80,6,5,45,50,20,20,65,67,32,33,57,56,42,43,28,32,87,77,7,60,22,72,34,68,45,36,95,85,5,52,20,70,30,61,43,38,95,85,5,152,20,170,130,161,43,38
479,410,3091,65,72,72,69,58,61,66,65,18,15,22,25,24,15,22,19,63,60,75,71,79,67,64,67,14,25,15,19,71,87,82,65,59,64,12,18,14,22,68,93,82,65,59,64,112,118,114,22,68,93
480,516,3056,50,53,6,6,81,82,67,68,70,70,47,48,15,15,80,80,62,63,70,73,61,7,87,71,71,60,17,86,67,79,64,5,93,73,69,52,15,90,63,84,164,5,93,173,169,152,15,190,163,184
481,619,3487,72,70,48,46,36,38,31,29,70,70,27,25,82,75,79,75,70,72,62,65,77,51,41,34,74,22,72,72,79,67,87,48,36,28,81,20,74,72,82,65,87,48,36,28,81,20,174,172,82,65
482,657,3426,34,40,1,1,45,50,68,58,5,6,88,88,86,86,78,75,17,17,33,46,45,1,54,71,8,87,85,71,18,50,43,1,49,68,6,94,98,74,18,42,43,1,49,68,6,194,98,74,18,142
483,708,3373,45,50,47,62,38,42,70,72,8,6,37,35,30,31,13,13,68,65,34,34,52,60,49,71,5,34,32,14,64,34,45,60,35,68,4,28,26,12,59,28,145,160,135,68,4,128,126,112,159,28
484,369,3009,72,78,31,29,68,75,71,71,70,75,20,20,65,70,41,41,75,82,80,83,81,26,79,73,79,19,73,44,87,88,91,23,82,71,84,17,83,39,95,100,191,123,82,171,184,117,183,39,95,100
485,771,3193,81,77,56,56,80,77,79,77,29,23,50,40,21,27,65,65,34,20,81,86,73,55,74,73,21,34,31,65,16,86,83,53,70,77,19,30,27,67,24,100,183,153,70,77,19,130,27,67,124,200
486,380,3100,85,85,38,35,45,48,68,68,85,86,70,68,85,90,85,85,80,80,78,76,86,34,52,67,87,61,95,86,81,75,100,28,54,65,97,57,95,90,91,76,200,28,54,65,97,57,195,190,191,176
487,410,3265,44,44,42,52,51,61,31,41,42,44,91,91,72,88,42,48,9,9,72,77,44,53,63,48,44,88,87,52,9,77,40,48,55,38,41,98,96,45,6,66,40,148,55,138,41,198,96,145,106,66
488,478,3178,56,60,3,3,11,10,13,11,87,92,17,17,23,18,72,72,73,75,44,46,62,3,9,10,95,16,16,73,76,48,61,2,6,10,95,16,16,71,79,40,61,102,106,110,195,16,116,171,79,140
489,442,3009,72,72,32,32,61,67,72,71,82,80,22,20,52,60,59,52,65,70,85,85,81,26,79,73,79,19,73,44,87,88,91,23,82,71,84,17,83,39,95,100,191,123,82,171,184,117,183,39,95,100
490,535,3230,32,35,88,84,35,33,22,24,90,87,75,70,83,86,45,42,52,56,21,24,44,82,34,19,95,72,87,43,65,25,39,99,30,17,95,71,93,34,65,23,139,199,130,17,195,71,93,134,165,23
491,767,3478,34,37,15,15,38,38,64,60,65,70,86,86,50,48,43,48,55,55,90,88,44,14,36,55,77,87,43,50,51,87,39,14,38,53,66,96,37,42,48,93,139,14,38,153,66,96,137,42,48,93
492,609,3367,22,24,29,29,34,34,57,63,17,16,80,84,68,66,54,52,25,24,68,68,26,31,34,69,16,87,65,51,22,67,22,27,31,67,16,96,65,49,20,63,122,27,131,167,16,96,165,149,20,163
493,599,3157,35,35,55,55,81,80,73,75,10,10,27,23,62,62,30,34,2,2,80,80,34,54,79,77,10,22,62,34,1,78,31,52,83,86,10,20,61,29,1,88,131,52,83,86,110,120,61,129,1,188
494,249,3206,31,33,77,77,47,49,62,64,60,55,49,50,28,33,43,45,88,87,67,68,34,77,50,66,53,52,43,51,86,69,29,86,42,72,48,54,34,47,90,67,129,86,42,72,148,54,134,47,90,167
495,376,3209,82,78,89,89,39,36,72,72,85,81,93,91,6,7,25,20,71,73,35,35,74,88,34,73,80,87,7,16,76,34,77,100,30,71,86,94,5,24,79,29,177,100,130,171,186,94,105,124,79,129
496,583,3089,89,88,20,18,30,38,36,45,90,80,45,48,39,44,37,20,88,88,55,50,86,16,43,49,77,51,44,16,86,50,88,16,34,43,85,47,39,24,90,44,88,16,134,143,85,47,139,124,90,144
497,404,3485,20,14,65,64,68,74,18,19,78,80,45,50,12,11,80,78,12,9,40,46,12,65,75,19,87,54,10,71,9,49,11,67,76,17,96,50,9,74,6,43,111,67,176,17,196,150,109,74,106,143
498,580,3233,70,70,90,90,76,76,3,3,50,50,85,85,80,80,47,47,75,75,28,28,77,86,74,3,52,88,80,51,79,26,66,90,70,3,54,100,87,48,82,23,66,90,70,3,54,100,187,48,82,123
499,553,3099,59,76,78,75,6,8,92,90,43,43,69,76,15,14,81,83,36,42,78,78,81,73,9,86,43,79,12,85,49,78,91,71,7,89,36,82,12,98,43,78,91,171,7,189,136,82,12,98,143,178
500,366,3394,47,50,62,63,4,3,6,7,14,14,38,36,82,84,53,53,2,1,89,86,50,64,3,7,14,35,87,54,1,85,44,58,2,5,13,35,94,52,1,98,144,158,102,105,113,35,194,52,1,98
501,413,3414,34,34,62,61,87,85,16,15,93,91,84,81,88,87,38,43,96,90,65,64,34,59,77,14,87,78,86,47,87,61,28,57,79,13,97,88,100,45,99,57,28,157,179,113,197,188,200,45,99,57
502,305,3076,92,87,29,29,89,89,76,76,90,90,36,36,9,9,92,92,19,19,88,88,73,22,73,73,88,32,10,72,25,76,77,20,75,71,100,30,8,72,19,85,77,20,75,171,100,30,8,172,119,185
503,630,3425,70,72,63,58,46,41,65,66,10,11,19,17,70,79,73,77,58,60,66,69,74,54,35,67,12,16,79,77,62,71,77,52,35,63,13,16,84,84,56,73,177,52,35,163,13,16,184,84,156,173
504,299,3291,2,2,5,5,74,78,58,55,40,42,35,32,30,30,36,35,65,65,33,40,3,5,84,45,43,31,31,34,67,49,2,4,92,44,36,29,27,28,64,35,2,104,192,44,136,29,27,28,64,135
505,408,3207,18,17,39,40,39,45,70,71,74,75,84,83,92,91,71,70,74,74,75,76,16,42,51,73,77,81,86,69,73,79,16,32,47,71,66,78,90,67,73,82,16,132,147,171,66,78,90,167,73,82
506,498,3487,74,74,53,49,43,43,32,34,71,72,28,26,80,77,82,81,80,83,68,65,77,51,41,34,74,22,72,72,79,67,87,48,36,28,81,20,74,72,82,65,87,48,36,28,81,20,174,172,82,65
