Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
824,381,3388,36,37,34,33,30,31,6,5,74,76,79,77,70,74,31,37,80,78,18,18,38,32,32,4,78,72,75,45,75,18,33,31,30,3,91,81,87,34,89,15,33,31,30,103,91,81,87,134,89,15
825,752,3114,59,55,16,15,63,60,73,78,9,10,14,12,38,43,3,2,62,62,68,72,55,14,60,78,10,12,45,1,63,72,52,14,55,83,9,11,44,1,56,81,52,14,155,83,109,111,44,1,156,81
826,527,3075,72,71,74,73,41,48,20,19,38,43,46,45,58,53,84,85,67,66,70,72,70,70,52,18,45,45,52,85,65,72,63,83,41,22,41,44,50,97,59,68,63,183,141,22,41,44,50,197,59,68
827,573,3239,54,59,69,71,82,79,35,35,24,24,10,11,71,71,94,94,74,74,31,29,65,74,75,45,22,12,70,95,75,27,55,71,79,32,15,8,74,95,86,22,55,171,79,132,115,108,74,195,86,122
828,447,3221,35,35,80,79,85,85,30,30,75,72,41,38,83,78,62,69,88,88,48,55,35,78,72,27,65,27,73,78,85,58,28,83,75,23,72,19,73,91,96,53,28,83,75,123,72,119,73,91,196,53
829,664,3180,75,75,10,10,80,78,3,3,58,60,68,72,26,28,40,52,62,58,14,15,75,10,78,3,72,75,32,55,58,16,76,9,82,2,76,86,27,46,53,16,176,109,182,2,76,86,27,146,53,16
830,308,3082,85,85,35,35,65,67,27,27,45,53,88,85,75,74,13,14,4,5,40,45,85,35,72,27,62,85,72,14,5,52,90,38,70,23,52,96,72,12,4,42,90,38,170,123,152,196,172,112,4,42
831,1167,3496,60,47,8,9,55,60,40,45,85,80,80,83,80,80,50,54,80,83,70,74,45,10,65,50,76,85,78,55,85,74,37,10,55,38,79,97,82,46,100,85,37,10,55,138,179,97,82,146,100,185
832,362,3160,40,65,50,60,20,16,50,70,70,72,5,1,30,52,16,13,50,62,60,78,65,60,16,68,72,1,52,13,62,78,65,60,16,63,72,1,42,11,57,82,165,160,16,163,172,1,142,11,57,182
833,393,3400,95,93,88,86,75,72,28,28,8,7,40,38,68,68,75,75,54,54,83,83,85,82,68,28,5,35,72,75,52,78,90,78,64,21,4,35,81,76,42,78,90,78,64,121,104,35,81,176,142,178
834,904,3123,78,76,42,48,39,37,60,55,52,55,78,79,34,35,80,77,35,20,82,82,75,55,34,52,60,85,35,78,14,82,85,50,26,49,54,93,38,91,24,92,85,150,126,149,154,93,38,191,124,192
835,407,3270,82,80,42,43,74,75,7,8,8,8,80,80,2,2,27,27,20,21,78,75,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
836,573,3177,21,30,72,70,54,54,77,75,8,11,40,50,6,6,71,71,38,40,9,9,32,68,54,73,12,55,7,70,40,10,27,56,45,73,13,49,5,63,32,9,27,56,145,73,13,49,5,63,32,9
837,862,3462,35,25,28,25,12,10,43,45,45,47,60,65,65,68,35,50,70,70,35,35,22,22,10,65,52,72,72,52,72,35,21,20,10,55,42,81,75,35,70,35,21,20,10,55,42,81,175,135,170,35
838,564,3473,80,78,45,45,37,37,30,30,88,88,90,90,85,85,15,15,83,80,58,60,75,45,40,35,85,85,85,18,78,65,88,43,32,27,97,94,96,15,78,55,188,43,32,127,197,194,96,15,178,55
839,844,3023,40,36,38,36,62,65,8,10,85,85,16,25,70,70,80,78,80,79,82,80,34,35,65,10,85,28,70,75,78,78,25,28,66,6,94,21,73,89,87,78,25,128,166,106,94,121,173,89,187,178
840,479,3004,88,74,59,59,63,53,40,43,1,1,33,34,42,43,52,52,72,73,84,79,72,58,52,45,1,40,45,50,75,74,70,53,50,40,1,32,37,40,87,71,170,53,50,40,1,32,37,140,87,171
841,429,3495,70,71,39,35,78,78,8,9,50,48,85,85,58,57,29,31,81,80,88,88,72,35,78,10,45,85,55,35,78,85,71,35,84,6,39,94,52,28,87,93,71,35,184,106,39,94,52,28,187,93
842,281,3468,73,74,73,70,52,52,17,17,31,32,47,52,70,72,30,39,66,65,68,68,76,68,52,16,32,54,73,45,65,68,79,63,54,16,30,48,73,34,59,56,179,163,54,16,30,148,73,34,159,56
843,468,3098,40,45,80,80,35,38,12,12,69,69,29,30,27,22,88,85,17,19,94,90,55,75,45,12,70,35,18,75,25,75,49,76,37,13,63,29,22,79,23,89,49,176,137,13,63,129,22,79,23,89
844,773,3418,42,50,45,47,64,64,22,18,37,34,72,73,12,13,21,19,33,33,84,82,52,55,65,12,35,75,14,18,35,75,42,62,59,11,31,70,14,22,38,86,142,62,59,111,131,70,14,22,38,86
845,453,3179,76,76,68,68,23,22,51,50,4,4,18,21,17,16,49,51,58,58,33,33,78,85,19,45,4,28,12,62,60,32,86,96,17,44,3,25,11,61,60,24,186,96,17,44,103,125,111,61,160,24
846,441,3387,68,65,73,73,51,53,44,48,57,60,13,13,33,30,10,10,42,47,58,58,60,72,55,52,65,14,27,10,52,65,60,71,52,47,58,12,19,9,41,55,60,71,52,47,58,112,119,9,141,55
847,605,3127,80,82,56,54,82,87,39,35,32,35,29,26,66,70,35,48,58,58,62,65,82,54,85,32,35,28,80,52,65,65,78,48,97,31,28,21,66,33,72,65,78,148,97,31,28,121,66,133,72,165
848,1412,3391,42,47,58,63,39,39,70,66,50,50,55,49,39,42,35,30,60,54,4,3,52,70,35,62,52,45,45,27,52,2,35,62,29,57,54,39,34,19,44,1,135,162,129,57,54,39,34,119,144,101
849,832,3296,31,25,13,13,9,11,34,34,1,1,65,65,94,94,61,61,44,43,61,58,18,14,14,32,1,65,85,60,40,45,22,12,14,27,1,66,98,64,32,37,22,112,14,27,1,166,198,164,32,137
850,875,3391,39,41,55,67,22,24,77,65,56,53,40,43,30,39,21,26,58,53,2,2,52,70,35,62,52,45,45,27,52,2,35,62,29,57,54,39,34,19,44,1,135,162,129,57,54,39,34,119,144,101
851,441,3304,62,68,29,25,40,45,82,78,40,48,74,72,21,29,86,85,83,82,5,4,72,14,54,78,55,72,35,85,82,4,69,24,45,78,51,72,27,93,98,3,169,124,145,178,51,172,127,93,98,103
852,798,3088,45,48,23,21,82,80,87,84,72,72,25,23,27,29,82,78,42,45,25,23,52,16,82,85,75,18,32,75,60,22,54,16,100,94,80,22,29,89,60,15,54,116,200,94,80,22,29,89,160,115
853,1055,3355,4,5,69,69,15,15,24,24,63,62,82,80,87,87,16,17,55,55,87,87,7,75,18,28,60,72,82,27,52,85,5,86,18,26,57,72,100,19,50,96,105,86,18,26,157,172,200,119,50,196
854,759,3025,57,57,25,25,64,67,52,53,28,27,64,64,73,73,78,78,17,22,58,58,45,22,70,60,22,60,72,85,25,54,44,15,63,60,20,54,72,96,23,48,44,115,63,160,120,154,172,196,23,148
855,553,3295,49,50,37,37,15,14,55,53,16,16,6,8,2,2,48,48,65,65,88,86,52,40,14,54,16,10,3,50,67,85,47,32,24,45,16,10,3,38,65,93,47,32,124,145,116,10,3,138,65,93
856,369,3231,43,45,8,9,69,69,70,72,83,80,56,56,82,82,43,43,2,2,38,40,45,9,60,72,76,45,85,50,3,45,41,7,54,76,79,37,90,43,2,43,41,107,154,76,179,37,90,143,2,43
857,686,3026,64,71,54,58,69,68,51,54,49,49,7,7,63,62,27,30,28,28,32,36,74,67,68,60,55,7,62,32,27,45,71,65,63,64,49,5,61,29,23,40,171,65,163,164,49,105,61,29,123,40
858,662,3019,28,30,10,10,13,12,40,42,45,40,6,6,76,76,45,47,66,65,56,53,35,9,10,50,35,5,73,52,63,45,29,7,10,43,35,4,77,54,56,44,129,107,110,143,35,104,177,54,156,44
859,649,3271,8,9,68,65,15,15,72,70,48,52,80,80,44,46,53,53,71,71,79,79,10,60,14,68,52,78,52,52,72,85,8,54,14,64,48,78,33,42,77,96,8,154,14,64,48,178,133,142,77,96
860,602,3222,8,9,65,66,54,60,57,58,60,82,43,49,37,36,64,73,15,24,32,40,10,68,65,60,85,50,35,78,28,45,7,64,58,57,90,43,31,81,21,43,7,64,58,157,90,143,131,181,121,43
861,337,3457,21,21,15,15,57,59,68,68,26,26,8,9,82,78,34,34,86,86,76,74,22,14,62,68,28,10,75,35,75,72,19,12,52,69,21,9,86,28,85,75,19,112,152,69,121,9,86,28,85,175
862,264,3426,63,64,75,79,36,41,23,17,2,4,46,45,57,61,34,49,23,22,25,20,65,82,45,15,5,45,63,52,22,18,66,92,41,14,4,37,56,35,19,15,166,192,41,114,104,137,156,135,19,15
863,622,3049,13,12,77,77,28,25,75,75,28,32,80,82,31,29,66,66,24,23,38,41,10,76,22,75,34,85,27,70,22,45,9,79,19,86,26,90,19,63,20,41,9,179,19,86,126,90,119,63,20,41
864,238,3008,15,13,26,26,24,24,28,30,64,62,65,65,78,82,40,43,75,76,90,85,10,22,22,35,62,65,84,45,78,82,9,15,20,31,61,72,99,41,81,98,109,115,20,131,61,72,99,41,181,98
865,436,3180,87,82,9,9,87,84,2,2,65,67,59,66,23,27,46,47,48,52,23,18,75,10,78,3,72,75,32,55,58,16,76,9,82,2,76,86,27,46,53,16,176,109,182,2,76,86,27,146,53,16
866,485,3491,40,38,6,8,50,50,65,65,40,40,60,62,85,85,4,4,28,27,32,38,28,12,45,65,42,65,85,5,22,45,26,13,44,67,36,59,97,4,20,34,26,13,44,67,36,159,197,4,120,34
867,591,3215,72,68,68,70,14,13,25,25,42,52,10,12,34,50,65,72,100,95,85,85,65,72,12,25,52,13,55,80,85,85,58,70,12,23,42,11,53,66,89,93,158,170,12,23,142,11,153,66,189,93
868,283,3288,30,30,45,50,72,72,45,45,35,50,40,48,38,38,55,55,37,37,40,40,34,60,75,52,55,52,45,60,35,45,26,55,84,50,49,47,41,57,28,36,126,155,84,50,49,47,41,157,28,136
869,516,3076,31,31,85,85,33,30,75,73,46,48,78,77,49,51,2,3,72,75,12,12,32,85,27,72,52,75,55,3,80,12,30,100,19,71,47,80,62,2,66,11,30,100,119,71,47,80,62,102,66,111
870,648,3009,22,22,3,4,19,19,65,68,45,50,8,8,80,80,50,60,85,85,19,19,19,5,18,70,52,9,82,65,85,20,17,4,15,74,41,7,100,58,100,17,17,4,15,74,141,107,200,158,100,117
871,332,3114,50,50,14,14,46,49,73,74,11,11,16,15,47,46,3,2,50,53,70,73,55,14,60,78,10,12,45,1,63,72,52,14,55,83,9,11,44,1,56,81,52,14,155,83,109,111,44,1,156,81
872,345,3018,45,45,8,8,47,48,38,37,12,12,22,20,16,18,80,78,60,60,50,50,45,10,54,35,12,18,20,75,55,52,39,6,45,38,8,22,17,84,52,42,39,106,145,38,108,22,117,84,52,142
873,392,3078,78,78,16,15,82,80,40,45,4,5,72,72,55,53,67,66,50,54,20,18,78,15,76,52,5,72,52,65,58,16,86,14,79,50,4,81,49,58,53,16,186,114,179,50,4,81,149,158,53,116
874,611,3463,38,35,30,38,88,85,78,77,56,58,62,61,57,59,24,28,78,76,14,14,32,45,82,76,60,60,65,32,75,14,31,34,98,79,64,54,58,27,84,14,31,134,98,179,164,154,58,27,84,14
875,776,3278,7,7,60,59,40,39,60,60,50,48,70,71,65,68,35,40,60,63,55,53,7,58,38,60,45,72,70,45,65,52,5,53,33,55,44,74,67,34,58,42,105,53,33,155,44,174,167,134,158,42
876,870,3266,76,76,3,3,87,87,42,40,85,82,33,40,11,12,5,5,14,12,95,99,70,3,82,35,75,50,13,5,10,95,74,3,98,28,84,40,11,4,10,95,74,3,98,128,84,140,11,4,110,195
877,854,3078,82,75,30,25,85,80,50,50,5,5,75,70,42,45,45,50,45,45,25,20,78,15,76,52,5,72,52,65,58,16,86,14,79,50,4,81,49,58,53,16,186,114,179,50,4,81,149,158,53,116
878,522,3477,47,46,75,76,84,84,36,42,72,73,68,69,32,30,45,45,58,57,74,74,52,78,85,52,78,70,27,45,52,75,42,92,95,42,78,73,19,44,49,86,142,92,95,42,178,173,119,44,149,86
879,546,3150,70,70,75,75,40,40,25,30,35,35,77,72,40,45,12,10,90,85,80,80,72,78,55,35,42,68,52,10,85,82,71,91,53,28,36,64,42,9,93,78,71,91,153,128,36,64,142,9,93,78
880,367,3260,91,88,34,34,39,39,27,27,79,79,83,83,44,44,26,26,30,30,52,52,75,35,25,27,72,78,52,28,22,55,85,28,23,19,72,82,42,21,20,62,85,128,23,119,172,182,142,121,120,62
881,326,3328,65,68,46,48,48,51,62,64,75,77,71,71,32,33,37,38,81,81,71,72,75,58,60,72,82,72,48,45,82,73,86,53,54,68,100,72,45,37,92,73,86,53,154,68,200,172,45,37,192,73
882,384,3296,19,18,15,14,13,14,25,30,1,1,65,65,90,85,65,60,35,40,50,45,18,14,14,32,1,65,85,60,40,45,22,12,14,27,1,66,98,64,32,37,22,112,14,27,1,166,198,164,32,137
883,590,3227,63,63,57,57,74,74,31,31,11,11,70,70,75,72,48,48,87,87,19,19,70,65,82,45,10,68,72,62,85,12,67,65,78,39,9,64,70,52,98,11,167,165,78,139,109,64,170,152,198,111
884,642,3015,48,51,21,18,45,45,34,37,77,72,78,78,67,69,46,50,48,52,77,82,52,16,45,40,67,75,70,52,55,85,42,16,43,32,65,89,67,54,51,93,142,116,43,32,65,89,167,54,51,93
885,282,3035,59,59,67,69,10,10,80,90,80,80,20,20,70,70,5,5,18,18,75,80,62,75,10,95,85,22,75,3,18,85,57,85,8,95,90,21,76,2,22,98,57,85,8,195,190,21,176,2,22,198
886,753,3352,85,85,73,70,65,58,35,35,10,10,40,42,84,80,22,40,80,74,29,30,85,65,60,35,10,50,78,52,75,34,97,58,54,28,9,38,82,35,84,26,197,158,154,28,9,138,82,135,84,126
887,523,3235,78,76,69,68,63,58,74,71,90,90,5,5,33,34,17,15,89,85,81,79,72,65,54,68,75,7,35,14,78,72,80,55,45,64,85,5,28,13,78,69,180,55,145,64,85,5,28,113,178,169
888,267,3446,55,57,12,10,65,57,55,70,60,65,55,55,20,24,65,85,80,75,70,65,60,10,55,70,68,52,25,85,74,62,55,9,51,61,64,44,23,96,71,61,155,9,151,161,64,144,23,196,171,61
889,751,3343,76,76,54,54,38,30,35,35,62,58,55,58,48,48,58,62,25,21,32,32,73,54,22,32,52,62,45,65,19,35,77,45,19,29,46,61,44,55,17,28,177,145,19,29,46,61,44,55,17,28
890,288,3322,83,81,79,79,48,45,51,52,64,64,69,69,87,81,49,50,19,19,47,47,75,78,35,55,65,68,78,52,18,45,88,82,30,50,67,56,81,48,18,36,188,182,130,150,67,56,181,48,18,136
891,947,3242,65,65,75,75,45,45,77,80,25,25,84,84,73,73,64,66,10,10,67,67,70,78,48,84,20,85,75,72,8,73,74,78,45,99,17,97,87,76,6,77,74,178,45,99,117,197,87,76,6,177
892,350,3005,82,78,53,52,34,28,29,28,97,92,19,17,18,23,78,65,6,4,45,38,70,58,52,22,85,14,25,78,3,52,73,53,35,21,94,12,23,78,2,48,173,53,135,21,94,112,23,178,102,48
893,529,3178,5,5,47,50,3,3,58,69,46,56,42,37,25,27,46,48,76,75,6,7,4,52,3,72,62,35,28,52,75,9,3,44,2,68,68,27,26,49,80,7,103,144,2,68,168,127,26,149,80,107
894,418,3408,83,80,45,45,15,14,65,65,93,90,6,7,63,65,80,80,90,90,32,34,75,45,12,52,84,9,68,75,85,38,80,39,11,49,99,7,56,84,94,33,80,39,111,149,99,107,56,84,94,33
895,439,3213,30,32,67,70,8,10,51,51,58,60,70,68,8,8,30,32,85,85,95,95,35,70,12,52,68,65,10,34,85,95,27,74,12,46,69,59,9,26,96,95,127,74,12,46,69,59,9,126,196,195
896,559,3348,76,71,85,80,55,64,55,54,48,40,60,57,12,11,82,80,85,80,85,80,72,78,65,55,32,58,10,78,78,78,75,78,58,49,30,53,9,84,99,87,75,178,58,49,30,53,109,184,199,187
897,555,3265,62,59,31,32,11,11,29,31,19,19,91,83,75,74,33,32,42,43,70,71,52,34,12,34,18,78,72,28,45,73,46,26,13,25,15,99,74,26,40,73,46,126,13,25,15,199,174,26,40,73
898,808,3107,78,80,75,76,38,42,6,5,86,83,7,7,69,69,28,30,43,46,84,84,82,78,45,5,78,7,70,32,52,82,78,86,40,4,81,5,62,24,54,100,78,186,40,4,181,105,162,24,54,200
899,413,3029,41,41,79,79,32,32,8,8,77,77,85,85,48,48,13,13,22,20,61,61,35,72,27,9,74,85,52,14,18,62,27,74,18,7,85,96,42,12,22,52,127,174,118,107,185,196,42,112,22,152
900,607,3370,42,42,80,79,92,88,34,37,5,6,13,12,11,10,44,44,3,5,90,88,45,78,85,52,7,12,8,48,5,78,41,92,88,42,5,8,6,45,4,87,41,92,88,42,5,108,6,45,4,187
901,1597,3419,56,56,78,76,63,63,29,30,3,3,40,42,84,84,52,52,57,57,80,80,58,75,68,32,3,50,85,62,60,78,53,76,69,29,3,43,95,52,60,82,53,176,69,29,3,143,95,152,60,182
902,562,3124,54,58,44,41,85,85,78,75,5,5,90,87,29,22,62,68,75,78,57,56,60,35,85,72,5,85,14,75,85,55,57,31,90,80,4,97,24,70,96,62,157,131,190,180,4,197,124,70,96,62
903,372,3480,46,48,76,77,60,62,63,64,74,74,82,82,86,86,17,15,55,55,67,68,58,85,70,65,72,85,85,13,54,75,53,97,63,67,72,95,90,11,48,80,53,97,63,67,172,95,190,11,148,80
904,768,3229,65,70,72,72,86,85,15,14,60,57,29,25,73,73,61,64,84,84,20,23,72,73,78,12,58,22,75,68,85,27,76,77,91,8,53,21,87,69,100,19,76,177,191,108,53,21,87,69,100,119
905,243,3223,80,80,38,32,4,3,56,58,82,78,80,75,82,80,78,83,62,65,54,55,80,34,3,60,78,78,82,85,70,55,66,25,2,57,87,82,93,96,63,52,66,25,2,157,187,82,193,196,63,52
906,548,3328,78,76,48,55,72,64,74,73,86,84,86,76,35,45,36,42,89,85,81,75,75,58,60,72,82,72,48,45,82,73,86,53,54,68,100,72,45,37,92,73,86,53,154,68,200,172,45,37,192,73
907,897,3273,2,3,32,33,89,80,77,75,71,71,24,20,65,66,5,5,67,64,1,1,3,35,78,72,70,14,68,4,60,1,3,27,84,77,74,24,63,3,64,1,3,127,184,77,74,124,163,103,164,1
908,461,3435,55,59,39,46,72,72,42,48,10,10,28,28,24,23,6,5,64,64,76,77,62,52,70,50,9,28,22,5,65,78,68,33,73,40,7,26,20,4,67,91,168,133,173,140,107,26,20,104,67,191
909,949,3145,70,70,4,5,37,39,67,65,30,13,30,27,7,7,69,66,82,81,74,76,75,7,45,68,12,27,8,67,85,78,70,5,34,56,11,23,6,65,97,86,70,5,34,56,111,123,6,65,197,186
910,1519,3290,77,80,45,50,70,70,65,68,70,70,60,60,56,43,38,38,55,55,80,80,85,54,72,72,72,65,45,38,62,78,89,45,72,71,81,66,39,33,61,99,189,145,172,71,81,166,39,33,61,199
911,1294,3104,82,69,68,65,18,24,73,75,32,60,2,2,55,51,75,80,30,42,4,4,72,68,27,78,65,3,54,85,45,4,75,63,18,87,65,2,45,93,41,3,75,163,118,187,165,102,145,93,41,103
912,1980,3396,45,45,65,77,45,58,54,55,7,88,5,7,90,89,54,76,87,81,76,67,40,75,55,52,85,10,85,74,78,62,32,87,49,42,88,6,93,85,99,57,32,87,49,42,88,106,93,185,199,57
913,462,3384,67,68,44,47,82,83,23,25,47,55,62,65,29,31,8,10,35,38,75,77,70,52,85,27,62,68,35,12,45,78,74,33,97,22,61,69,29,13,41,87,74,133,97,122,61,69,129,13,41,187
914,1173,3101,80,85,65,65,17,16,15,15,45,45,50,60,65,70,90,80,33,35,60,65,85,65,16,14,45,65,72,75,35,68,90,67,16,12,39,55,70,84,30,69,90,67,16,112,39,55,170,84,130,69
915,607,3235,68,70,64,64,52,52,66,66,84,80,4,4,38,37,19,17,83,80,68,69,72,65,54,68,75,7,35,14,78,72,80,55,45,64,85,5,28,13,78,69,180,55,145,64,85,5,28,113,178,169
916,598,3346,87,86,17,15,16,18,77,75,71,71,7,7,34,34,23,24,68,70,51,52,85,14,19,70,70,9,35,28,73,55,96,13,17,74,73,7,28,26,77,49,96,113,17,74,173,107,28,26,177,49
917,632,3071,44,44,36,36,10,10,16,16,29,33,7,9,28,28,26,26,5,5,82,82,52,35,10,16,52,10,28,27,5,70,47,28,8,16,35,9,21,18,4,74,47,28,8,16,135,109,121,118,4,74
918,565,3403,76,78,88,88,35,20,80,95,73,73,48,50,90,85,42,46,41,43,70,70,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
919,458,3325,9,9,80,80,50,50,7,7,80,80,45,45,85,85,80,80,40,40,28,28,10,85,60,12,78,52,82,70,52,45,9,88,55,12,83,46,92,73,49,36,109,88,155,12,83,46,192,173,149,136
920,392,3490,85,85,42,35,22,20,86,77,25,18,85,85,63,65,74,74,59,63,42,48,85,14,15,75,16,75,68,75,65,52,88,24,14,88,16,89,56,80,72,42,88,124,114,188,116,89,56,80,72,42
921,408,3466,85,83,35,35,80,78,80,77,33,37,70,71,75,75,38,40,60,63,26,23,82,35,78,75,52,72,75,45,65,20,100,28,82,84,35,77,76,32,58,17,200,28,182,84,135,77,176,132,158,117
922,809,3216,68,66,14,12,40,45,86,90,35,3,95,90,20,21,25,25,82,82,66,70,65,13,55,95,35,78,25,27,78,70,59,11,52,95,38,99,23,22,78,62,159,11,52,195,38,199,23,122,178,162
923,337,3210,81,81,83,85,79,77,75,78,18,18,64,65,64,65,20,20,41,46,71,72,78,85,75,78,18,60,63,25,52,72,87,97,88,92,22,60,56,23,42,69,187,97,188,92,22,60,156,23,142,169
924,675,3431,35,32,68,70,36,39,88,87,27,27,85,78,19,20,32,35,37,37,34,30,27,78,45,82,28,68,22,45,35,14,19,91,39,100,21,64,19,40,35,24,119,91,39,200,121,64,19,40,35,124
925,655,3357,67,67,47,47,48,50,37,37,85,85,65,65,40,40,6,6,32,32,88,83,72,45,55,40,78,70,35,7,32,78,70,44,51,32,99,61,28,5,24,84,170,44,151,32,199,161,128,105,24,184
926,516,3058,32,33,51,51,28,28,73,71,78,76,64,63,8,9,31,31,85,83,48,49,35,52,14,65,60,60,10,32,78,52,28,42,24,58,60,57,8,30,92,42,128,42,124,158,60,157,8,30,92,142
927,733,3496,39,42,8,8,52,55,41,47,85,85,88,88,77,77,61,61,83,83,74,74,45,10,65,50,76,85,78,55,85,74,37,10,55,38,79,97,82,46,100,85,37,10,55,138,179,97,82,146,100,185
928,512,3160,62,63,55,57,14,15,69,69,77,75,1,1,41,43,13,13,71,65,73,76,65,60,16,68,72,1,52,13,62,78,65,60,16,63,72,1,42,11,57,82,165,160,16,163,172,1,142,11,57,182
929,306,3300,55,54,60,65,45,48,55,55,70,70,50,53,40,43,38,38,80,70,7,9,52,70,52,54,70,55,45,35,72,10,46,83,47,48,74,46,37,35,75,10,46,183,147,148,74,146,137,35,75,10
930,297,3319,58,58,64,64,75,75,82,81,59,59,79,79,39,39,5,5,28,28,75,75,60,65,72,85,55,95,52,7,45,75,64,58,80,98,52,95,35,5,41,79,164,158,180,198,52,195,135,5,41,79
931,653,3263,58,64,55,63,59,65,46,47,10,10,56,54,48,47,18,16,68,67,59,57,65,70,70,38,10,52,45,14,67,55,66,61,63,33,10,54,39,13,65,62,166,161,63,33,110,54,139,113,65,62
932,378,3132,35,32,65,70,65,60,65,65,15,14,35,35,6,6,70,75,85,80,60,68,27,78,60,68,13,35,7,78,78,70,19,86,54,64,11,29,5,84,78,83,119,186,154,64,11,129,105,184,178,183
933,882,3405,35,47,75,75,84,80,6,6,54,55,76,74,29,26,53,54,82,80,10,11,50,73,72,5,55,73,22,55,75,12,38,73,71,4,53,77,19,52,79,13,138,73,71,104,153,177,19,52,79,13
934,512,3288,27,28,52,55,78,78,51,51,48,50,47,49,40,41,61,61,39,38,32,36,34,60,75,52,55,52,45,60,35,45,26,55,84,50,49,47,41,57,28,36,126,155,84,50,49,47,41,157,28,136
935,509,3394,75,76,49,50,7,7,33,45,80,77,80,79,22,21,80,82,3,2,60,57,78,52,7,52,75,78,20,85,2,55,82,47,5,35,84,83,17,93,1,52,82,47,5,135,84,83,117,93,101,52
936,593,3304,68,68,34,30,48,45,72,72,50,51,60,65,30,30,80,80,85,78,4,4,72,14,54,78,55,72,35,85,82,4,69,24,45,78,51,72,27,93,98,3,169,124,145,178,51,172,127,93,98,103
937,495,3475,88,88,78,78,24,24,82,80,8,9,65,65,45,49,17,16,41,40,41,45,85,75,22,78,10,65,55,14,35,52,90,76,21,82,8,59,51,13,28,35,190,176,21,182,8,159,151,113,128,135
938,676,3077,52,49,39,45,16,16,75,75,79,75,80,82,33,33,31,38,62,62,68,71,45,52,15,60,72,85,35,45,60,70,44,41,14,57,77,88,35,36,60,61,44,141,114,157,77,88,35,136,60,161
939,472,3324,55,59,75,80,10,10,62,61,45,50,37,40,60,55,80,75,59,70,40,45,62,82,10,60,55,45,52,78,75,50,68,78,10,57,62,32,44,82,87,38,168,78,10,157,62,132,144,182,87,138
940,592,3050,77,79,67,67,69,69,70,70,30,30,57,58,51,51,3,3,45,47,72,75,85,68,75,73,32,65,55,3,55,78,90,56,80,73,27,55,51,2,51,91,190,56,80,73,27,55,51,2,151,191
941,552,3003,88,87,45,55,49,51,32,33,45,51,51,56,24,25,49,46,83,80,38,34,85,58,54,34,55,60,27,45,78,32,98,53,48,25,46,60,23,44,78,31,198,53,148,25,146,160,123,44,178,31
942,388,3261,48,52,5,5,72,72,35,35,68,73,15,17,44,44,27,27,41,41,3,3,55,4,78,32,85,20,45,45,45,5,51,3,78,31,90,17,39,34,37,4,151,103,178,31,90,117,39,134,37,4
943,614,3307,55,55,5,4,80,95,53,55,75,80,8,8,35,32,73,82,82,85,7,9,55,4,95,55,85,8,25,82,85,9,51,3,95,50,97,6,23,78,93,7,51,103,195,150,197,6,23,78,93,107
944,733,3091,33,40,81,81,57,60,55,55,49,54,85,85,89,79,68,66,51,53,11,10,45,82,62,55,60,85,75,65,55,10,37,78,68,50,60,96,88,59,62,10,137,78,168,150,160,96,188,159,62,110
945,774,3329,40,36,50,65,70,71,45,49,28,33,80,78,38,36,80,76,37,50,60,63,32,67,72,52,35,78,35,75,55,65,30,65,80,47,29,91,30,76,46,67,30,65,180,47,129,191,130,176,146,67
946,832,3028,30,20,39,46,86,88,30,31,90,85,90,94,90,90,8,9,17,17,60,60,14,54,85,35,78,95,75,10,18,60,24,45,97,28,92,95,89,8,15,55,124,145,197,28,92,195,89,8,15,155
947,498,3317,78,74,74,70,50,55,40,55,2,2,70,69,35,36,70,75,82,80,38,45,72,70,60,55,3,68,38,78,78,52,71,74,54,62,2,63,33,92,99,47,71,74,154,62,102,163,33,92,199,147
948,969,3061,12,13,77,76,50,50,57,58,35,37,40,40,72,72,80,80,54,57,84,83,13,75,52,60,52,45,72,75,62,82,11,70,49,57,33,41,75,84,68,98,11,70,149,157,133,41,175,84,168,98
949,573,3311,48,52,65,65,38,40,32,38,8,10,70,70,50,48,2,5,12,12,78,75,60,62,50,45,10,72,45,5,12,72,64,52,40,32,6,69,37,4,8,77,164,152,140,132,106,169,37,104,108,77
950,492,3425,69,66,79,81,40,50,53,59,43,46,85,83,43,44,39,42,66,65,79,77,65,85,52,62,48,82,45,45,65,74,66,93,41,61,45,92,44,34,65,85,166,93,141,61,45,192,44,34,165,185
